roll_no,name,branch,year,course_code,email
2026CE1437,Student_Name_437,CE,2,CE101,student437@college.edu
2026CE1438,Student_Name_438,CE,3,CE101,student438@college.edu
2026CS1439,Student_Name_439,CS,1,CS401,student439@college.edu
2026EE1440,Student_Name_440,EE,2,EE408,student440@college.edu
2026ME1441,Student_Name_441,ME,1,ME205,student441@college.edu
2026ME1442,Student_Name_442,ME,1,ME205,student442@college.edu
2026CS1443,Student_Name_443,CS,4,CS401,student443@college.edu
2026IT1444,Student_Name_444,IT,3,IT302,student444@college.edu
2026CS1445,Student_Name_445,CS,1,CS401,student445@college.edu
2026CE1446,Student_Name_446,CE,4,CE101,student446@college.edu
2026EE1447,Student_Name_447,EE,1,EE408,student447@college.edu
2026ME1448,Student_Name_448,ME,3,ME205,student448@college.edu
2026IT1449,Student_Name_449,IT,3,IT302,student449@college.edu
2026ME1450,Student_Name_450,ME,2,ME205,student450@college.edu
2026CE1451,Student_Name_451,CE,2,CE101,student451@college.edu
2026CE1452,Student_Name_452,CE,2,CE101,student452@college.edu
2026ME1453,Student_Name_453,ME,4,ME205,student453@college.edu
2026ME1454,Student_Name_454,ME,1,ME205,student454@college.edu
2026EE1455,Student_Name_455,EE,1,EE408,student455@college.edu
2026CE1456,Student_Name_456,CE,3,CE101,student456@college.edu
2026CS1457,Student_Name_457,CS,1,CS401,student457@college.edu
2026IT1458,Student_Name_458,IT,4,IT302,student458@college.edu
2026EE1459,Student_Name_459,EE,3,EE408,student459@college.edu
2026EE1460,Student_Name_460,EE,2,EE408,student460@college.edu
2026CE1461,Student_Name_461,CE,4,CE101,student461@college.edu
2026IT1462,Student_Name_462,IT,4,IT302,student462@college.edu
2026CS1463,Student_Name_463,CS,3,CS401,student463@college.edu
2026CE1464,Student_Name_464,CE,2,CE101,student464@college.edu
2026IT1465,Student_Name_465,IT,4,IT302,student465@college.edu
2026IT1466,Student_Name_466,IT,3,IT302,student466@college.edu
2026CS1467,Student_Name_467,CS,4,CS401,student467@college.edu
2026EE1468,Student_Name_468,EE,4,EE408,student468@college.edu
2026CE1469,Student_Name_469,CE,3,CE101,student469@college.edu
2026IT1470,Student_Name_470,IT,1,IT302,student470@college.edu
2026EE1471,Student_Name_471,EE,1,EE408,student471@college.edu
2026ME1472,Student_Name_472,ME,1,ME205,student472@college.edu
2026CE1473,Student_Name_473,CE,3,CE101,student473@college.edu
2026CS1474,Student_Name_474,CS,3,CS401,student474@college.edu
2026CE1475,Student_Name_475,CE,1,CE101,student475@college.edu
2026CE1476,Student_Name_476,CE,1,CE101,student476@college.edu
2026CE1477,Student_Name_477,CE,3,CE101,student477@college.edu
2026ME1478,Student_Name_478,ME,1,ME205,student478@college.edu
2026IT1479,Student_Name_479,IT,4,IT302,student479@college.edu
2026CS1480,Student_Name_480,CS,4,CS401,student480@college.edu
2026EE1481,Student_Name_481,EE,2,EE408,student481@college.edu
2026CE1482,Student_Name_482,CE,1,CE101,student482@college.edu
2026CE1483,Student_Name_483,CE,1,CE101,student483@college.edu
2026CS1484,Student_Name_484,CS,2,CS401,student484@college.edu
2026CS1485,Student_Name_485,CS,3,CS401,student485@college.edu
2026CE1486,Student_Name_486,CE,3,CE101,student486@college.edu
2026IT1487,Student_Name_487,IT,3,IT302,student487@college.edu
2026ME1488,Student_Name_488,ME,1,ME205,student488@college.edu
2026ME1489,Student_Name_489,ME,2,ME205,student489@college.edu
2026ME1490,Student_Name_490,ME,2,ME205,student490@college.edu
2026ME1491,Student_Name_491,ME,2,ME205,student491@college.edu
2026IT1492,Student_Name_492,IT,1,IT302,student492@college.edu
2026CS1493,Student_Name_493,CS,3,CS401,student493@college.edu
2026EE1494,Student_Name_494,EE,1,EE408,student494@college.edu
2026CE1495,Student_Name_495,CE,1,CE101,student495@college.edu
2026IT1496,Student_Name_496,IT,4,IT302,student496@college.edu
2026CS1497,Student_Name_497,CS,2,CS401,student497@college.edu
2026ME1498,Student_Name_498,ME,1,ME205,student498@college.edu
2026EE1499,Student_Name_499,EE,4,EE408,student499@college.edu
2026EE1500,Student_Name_500,EE,1,EE408,student500@college.edu
2026CS1501,Student_Name_501,CS,3,CS401,student501@college.edu
2026CE1502,Student_Name_502,CE,1,CE101,student502@college.edu
2026IT1503,Student_Name_503,IT,4,IT302,student503@college.edu
2026ME1504,Student_Name_504,ME,1,ME205,student504@college.edu
2026CS1505,Student_Name_505,CS,2,CS401,student505@college.edu
2026ME1506,Student_Name_506,ME,3,ME205,student506@college.edu
2026CS1507,Student_Name_507,CS,1,CS401,student507@college.edu
2026EE1508,Student_Name_508,EE,2,EE408,student508@college.edu
2026CS1509,Student_Name_509,CS,1,CS401,student509@college.edu
2026EE1510,Student_Name_510,EE,1,EE408,student510@college.edu
2026CE1511,Student_Name_511,CE,4,CE101,student511@college.edu
2026CS1512,Student_Name_512,CS,3,CS401,student512@college.edu
2026CS1513,Student_Name_513,CS,2,CS401,student513@college.edu
2026IT1514,Student_Name_514,IT,3,IT302,student514@college.edu
2026IT1515,Student_Name_515,IT,4,IT302,student515@college.edu
2026CS1516,Student_Name_516,CS,3,CS401,student516@college.edu
2026EE1517,Student_Name_517,EE,4,EE408,student517@college.edu
2026ME1518,Student_Name_518,ME,3,ME205,student518@college.edu
2026IT1519,Student_Name_519,IT,1,IT302,student519@college.edu
2026IT1520,Student_Name_520,IT,1,IT302,student520@college.edu
2026EE1521,Student_Name_521,EE,2,EE408,student521@college.edu
2026CS1522,Student_Name_522,CS,1,CS401,student522@college.edu
2026EE1523,Student_Name_523,EE,4,EE408,student523@college.edu
2026EE1524,Student_Name_524,EE,4,EE408,student524@college.edu
2026ME1525,Student_Name_525,ME,4,ME205,student525@college.edu
2026ME1526,Student_Name_526,ME,2,ME205,student526@college.edu
2026IT1527,Student_Name_527,IT,1,IT302,student527@college.edu
2026ME1528,Student_Name_528,ME,3,ME205,student528@college.edu
2026ME1529,Student_Name_529,ME,1,ME205,student529@college.edu
2026IT1530,Student_Name_530,IT,3,IT302,student530@college.edu
2026IT1531,Student_Name_531,IT,3,IT302,student531@college.edu
2026IT1532,Student_Name_532,IT,2,IT302,student532@college.edu
2026CE1533,Student_Name_533,CE,2,CE101,student533@college.edu
2026ME1534,Student_Name_534,ME,4,ME205,student534@college.edu
2026CS1535,Student_Name_535,CS,1,CS401,student535@college.edu
2026EE1536,Student_Name_536,EE,3,EE408,student536@college.edu
2026IT1537,Student_Name_537,IT,2,IT302,student537@college.edu
2026CS1538,Student_Name_538,CS,3,CS401,student538@college.edu
2026CE1539,Student_Name_539,CE,2,CE101,student539@college.edu
2026ME1540,Student_Name_540,ME,4,ME205,student540@college.edu
2026CS1541,Student_Name_541,CS,4,CS401,student541@college.edu
2026ME1542,Student_Name_542,ME,2,ME205,student542@college.edu
2026ME1543,Student_Name_543,ME,2,ME205,student543@college.edu
2026EE1544,Student_Name_544,EE,4,EE408,student544@college.edu
2026EE1545,Student_Name_545,EE,2,EE408,student545@college.edu
2026EE1546,Student_Name_546,EE,1,EE408,student546@college.edu
2026IT1547,Student_Name_547,IT,3,IT302,student547@college.edu
2026IT1548,Student_Name_548,IT,1,IT302,student548@college.edu
2026IT1549,Student_Name_549,IT,2,IT302,student549@college.edu
2026ME1550,Student_Name_550,ME,4,ME205,student550@college.edu
2026EE1551,Student_Name_551,EE,3,EE408,student551@college.edu
2026IT1552,Student_Name_552,IT,1,IT302,student552@college.edu
2026CS1553,Student_Name_553,CS,4,CS401,student553@college.edu
2026CE1554,Student_Name_554,CE,4,CE101,student554@college.edu
2026IT1555,Student_Name_555,IT,3,IT302,student555@college.edu
2026ME1556,Student_Name_556,ME,1,ME205,student556@college.edu
2026CE1557,Student_Name_557,CE,1,CE101,student557@college.edu
2026EE1558,Student_Name_558,EE,3,EE408,student558@college.edu
2026ME1559,Student_Name_559,ME,1,ME205,student559@college.edu
2026ME1560,Student_Name_560,ME,2,ME205,student560@college.edu
2026ME1561,Student_Name_561,ME,1,ME205,student561@college.edu
2026ME1562,Student_Name_562,ME,2,ME205,student562@college.edu
2026CS1563,Student_Name_563,CS,1,CS401,student563@college.edu
2026IT1564,Student_Name_564,IT,4,IT302,student564@college.edu
2026CS1565,Student_Name_565,CS,1,CS401,student565@college.edu
2026IT1566,Student_Name_566,IT,2,IT302,student566@college.edu
2026CE1567,Student_Name_567,CE,4,CE101,student567@college.edu
2026CS1568,Student_Name_568,CS,4,CS401,student568@college.edu
2026IT1569,Student_Name_569,IT,1,IT302,student569@college.edu
2026EE1570,Student_Name_570,EE,2,EE408,student570@college.edu
2026CE1571,Student_Name_571,CE,1,CE101,student571@college.edu
2026CE1572,Student_Name_572,CE,3,CE101,student572@college.edu
2026CE1573,Student_Name_573,CE,3,CE101,student573@college.edu
2026CE1574,Student_Name_574,CE,2,CE101,student574@college.edu
2026ME1575,Student_Name_575,ME,2,ME205,student575@college.edu
2026EE1576,Student_Name_576,EE,2,EE408,student576@college.edu
2026ME1577,Student_Name_577,ME,3,ME205,student577@college.edu
2026ME1578,Student_Name_578,ME,1,ME205,student578@college.edu
2026CS1579,Student_Name_579,CS,4,CS401,student579@college.edu
2026EE1580,Student_Name_580,EE,2,EE408,student580@college.edu
2026CE1581,Student_Name_581,CE,1,CE101,student581@college.edu
2026EE1582,Student_Name_582,EE,1,EE408,student582@college.edu
2026CS1583,Student_Name_583,CS,4,CS401,student583@college.edu
2026CE1584,Student_Name_584,CE,3,CE101,student584@college.edu
2026IT1585,Student_Name_585,IT,2,IT302,student585@college.edu
2026CS1586,Student_Name_586,CS,3,CS401,student586@college.edu
2026CS1587,Student_Name_587,CS,1,CS401,student587@college.edu
2026ME1588,Student_Name_588,ME,4,ME205,student588@college.edu
2026CS1589,Student_Name_589,CS,4,CS401,student589@college.edu
2026IT1590,Student_Name_590,IT,2,IT302,student590@college.edu
2026EE1591,Student_Name_591,EE,4,EE408,student591@college.edu
2026IT1592,Student_Name_592,IT,2,IT302,student592@college.edu
2026IT1593,Student_Name_593,IT,3,IT302,student593@college.edu
2026IT1594,Student_Name_594,IT,1,IT302,student594@college.edu
2026CE1595,Student_Name_595,CE,2,CE101,student595@college.edu
2026IT1596,Student_Name_596,IT,3,IT302,student596@college.edu
2026CE1597,Student_Name_597,CE,3,CE101,student597@college.edu
2026CE1598,Student_Name_598,CE,2,CE101,student598@college.edu
2026IT1599,Student_Name_599,IT,3,IT302,student599@college.edu
2026IT1600,Student_Name_600,IT,4,IT302,student600@college.edu
2026ME1601,Student_Name_601,ME,3,ME205,student601@college.edu
2026ME1602,Student_Name_602,ME,3,ME205,student602@college.edu
2026IT1603,Student_Name_603,IT,1,IT302,student603@college.edu
2026CE1604,Student_Name_604,CE,2,CE101,student604@college.edu
2026CS1605,Student_Name_605,CS,4,CS401,student605@college.edu
2026CE1606,Student_Name_606,CE,4,CE101,student606@college.edu
2026CS1607,Student_Name_607,CS,2,CS401,student607@college.edu
2026IT1608,Student_Name_608,IT,2,IT302,student608@college.edu
2026CS1609,Student_Name_609,CS,3,CS401,student609@college.edu
2026EE1610,Student_Name_610,EE,2,EE408,student610@college.edu
2026IT1611,Student_Name_611,IT,4,IT302,student611@college.edu
2026CS1612,Student_Name_612,CS,1,CS401,student612@college.edu
2026CS1613,Student_Name_613,CS,4,CS401,student613@college.edu
2026CS1614,Student_Name_614,CS,2,CS401,student614@college.edu
2026CE1615,Student_Name_615,CE,3,CE101,student615@college.edu
2026ME1616,Student_Name_616,ME,2,ME205,student616@college.edu
2026CE1617,Student_Name_617,CE,1,CE101,student617@college.edu
2026EE1618,Student_Name_618,EE,3,EE408,student618@college.edu
2026CS1619,Student_Name_619,CS,1,CS401,student619@college.edu
2026CS1620,Student_Name_620,CS,2,CS401,student620@college.edu
2026CS1621,Student_Name_621,CS,3,CS401,student621@college.edu
2026ME1622,Student_Name_622,ME,3,ME205,student622@college.edu
2026EE1623,Student_Name_623,EE,1,EE408,student623@college.edu
2026ME1624,Student_Name_624,ME,2,ME205,student624@college.edu
2026CS1625,Student_Name_625,CS,1,CS401,student625@college.edu
2026CS1626,Student_Name_626,CS,4,CS401,student626@college.edu
2026CS1627,Student_Name_627,CS,2,CS401,student627@college.edu
2026IT1628,Student_Name_628,IT,4,IT302,student628@college.edu
2026CS1629,Student_Name_629,CS,1,CS401,student629@college.edu
2026ME1630,Student_Name_630,ME,3,ME205,student630@college.edu
2026ME1631,Student_Name_631,ME,3,ME205,student631@college.edu
2026ME1632,Student_Name_632,ME,3,ME205,student632@college.edu
2026ME1633,Student_Name_633,ME,1,ME205,student633@college.edu
2026IT1634,Student_Name_634,IT,3,IT302,student634@college.edu
2026ME1635,Student_Name_635,ME,4,ME205,student635@college.edu
2026CE1636,Student_Name_636,CE,4,CE101,student636@college.edu
2026EE1637,Student_Name_637,EE,3,EE408,student637@college.edu
2026IT1638,Student_Name_638,IT,2,IT302,student638@college.edu
2026EE1639,Student_Name_639,EE,2,EE408,student639@college.edu
2026EE1640,Student_Name_640,EE,1,EE408,student640@college.edu
2026IT1641,Student_Name_641,IT,3,IT302,student641@college.edu
2026CE1642,Student_Name_642,CE,1,CE101,student642@college.edu
2026CE1643,Student_Name_643,CE,4,CE101,student643@college.edu
2026EE1644,Student_Name_644,EE,1,EE408,student644@college.edu
2026ME1645,Student_Name_645,ME,3,ME205,student645@college.edu
2026CE1646,Student_Name_646,CE,1,CE101,student646@college.edu
2026EE1647,Student_Name_647,EE,1,EE408,student647@college.edu
2026EE1648,Student_Name_648,EE,3,EE408,student648@college.edu
2026CS1649,Student_Name_649,CS,2,CS401,student649@college.edu
2026CE1650,Student_Name_650,CE,4,CE101,student650@college.edu
2026CE1651,Student_Name_651,CE,2,CE101,student651@college.edu
2026CE1652,Student_Name_652,CE,4,CE101,student652@college.edu
2026EE1653,Student_Name_653,EE,3,EE408,student653@college.edu
2026IT1654,Student_Name_654,IT,3,IT302,student654@college.edu
2026ME1655,Student_Name_655,ME,1,ME205,student655@college.edu
2026CE1656,Student_Name_656,CE,2,CE101,student656@college.edu
2026ME1657,Student_Name_657,ME,2,ME205,student657@college.edu
2026ME1658,Student_Name_658,ME,3,ME205,student658@college.edu
2026IT1659,Student_Name_659,IT,1,IT302,student659@college.edu
2026EE1660,Student_Name_660,EE,2,EE408,student660@college.edu
2026CS1661,Student_Name_661,CS,1,CS401,student661@college.edu
2026CE1662,Student_Name_662,CE,1,CE101,student662@college.edu
2026CE1663,Student_Name_663,CE,4,CE101,student663@college.edu
2026EE1664,Student_Name_664,EE,3,EE408,student664@college.edu
2026ME1665,Student_Name_665,ME,3,ME205,student665@college.edu
2026CE1666,Student_Name_666,CE,4,CE101,student666@college.edu
2026EE1667,Student_Name_667,EE,4,EE408,student667@college.edu
2026EE1668,Student_Name_668,EE,1,EE408,student668@college.edu
2026CS1669,Student_Name_669,CS,1,CS401,student669@college.edu
2026CE1670,Student_Name_670,CE,4,CE101,student670@college.edu
2026IT1671,Student_Name_671,IT,3,IT302,student671@college.edu
2026CS1672,Student_Name_672,CS,1,CS401,student672@college.edu
2026ME1673,Student_Name_673,ME,4,ME205,student673@college.edu
2026CE1674,Student_Name_674,CE,3,CE101,student674@college.edu
2026CS1675,Student_Name_675,CS,3,CS401,student675@college.edu
2026CS1676,Student_Name_676,CS,2,CS401,student676@college.edu
2026EE1677,Student_Name_677,EE,2,EE408,student677@college.edu
2026CS1678,Student_Name_678,CS,1,CS401,student678@college.edu
2026EE1679,Student_Name_679,EE,1,EE408,student679@college.edu
2026CE1680,Student_Name_680,CE,4,CE101,student680@college.edu
2026EE1681,Student_Name_681,EE,2,EE408,student681@college.edu
2026ME1682,Student_Name_682,ME,3,ME205,student682@college.edu
2026IT1683,Student_Name_683,IT,2,IT302,student683@college.edu
2026ME1684,Student_Name_684,ME,1,ME205,student684@college.edu
2026EE1685,Student_Name_685,EE,2,EE408,student685@college.edu
2026CS1686,Student_Name_686,CS,3,CS401,student686@college.edu
2026CE1687,Student_Name_687,CE,1,CE101,student687@college.edu
2026IT1688,Student_Name_688,IT,3,IT302,student688@college.edu
2026IT1689,Student_Name_689,IT,1,IT302,student689@college.edu
2026CS1690,Student_Name_690,CS,2,CS401,student690@college.edu
2026CS1691,Student_Name_691,CS,2,CS401,student691@college.edu
2026IT1692,Student_Name_692,IT,3,IT302,student692@college.edu
2026EE1693,Student_Name_693,EE,2,EE408,student693@college.edu
2026ME1694,Student_Name_694,ME,4,ME205,student694@college.edu
2026IT1695,Student_Name_695,IT,2,IT302,student695@college.edu
2026ME1696,Student_Name_696,ME,3,ME205,student696@college.edu
2026ME1697,Student_Name_697,ME,3,ME205,student697@college.edu
2026CE1698,Student_Name_698,CE,1,CE101,student698@college.edu
2026IT1699,Student_Name_699,IT,4,IT302,student699@college.edu
2026ME1700,Student_Name_700,ME,3,ME205,student700@college.edu
2026ME1701,Student_Name_701,ME,3,ME205,student701@college.edu
2026CE1702,Student_Name_702,CE,3,CE101,student702@college.edu
2026ME1703,Student_Name_703,ME,2,ME205,student703@college.edu
2026EE1704,Student_Name_704,EE,2,EE408,student704@college.edu
2026IT1705,Student_Name_705,IT,4,IT302,student705@college.edu
2026IT1706,Student_Name_706,IT,2,IT302,student706@college.edu
2026CE1707,Student_Name_707,CE,2,CE101,student707@college.edu
2026CE1708,Student_Name_708,CE,3,CE101,student708@college.edu
2026IT1709,Student_Name_709,IT,1,IT302,student709@college.edu
2026CS1710,Student_Name_710,CS,4,CS401,student710@college.edu
2026IT1711,Student_Name_711,IT,4,IT302,student711@college.edu
2026CE1712,Student_Name_712,CE,4,CE101,student712@college.edu
2026CE1713,Student_Name_713,CE,4,CE101,student713@college.edu
2026IT1714,Student_Name_714,IT,1,IT302,student714@college.edu
2026ME1715,Student_Name_715,ME,3,ME205,student715@college.edu
2026ME1716,Student_Name_716,ME,3,ME205,student716@college.edu
2026CS1717,Student_Name_717,CS,1,CS401,student717@college.edu
2026CS1718,Student_Name_718,CS,3,CS401,student718@college.edu
2026ME1719,Student_Name_719,ME,4,ME205,student719@college.edu
2026CE1720,Student_Name_720,CE,4,CE101,student720@college.edu
2026EE1721,Student_Name_721,EE,4,EE408,student721@college.edu
2026ME1722,Student_Name_722,ME,2,ME205,student722@college.edu
2026ME1723,Student_Name_723,ME,3,ME205,student723@college.edu
2026IT1724,Student_Name_724,IT,3,IT302,student724@college.edu
2026CS1725,Student_Name_725,CS,4,CS401,student725@college.edu
2026EE1726,Student_Name_726,EE,2,EE408,student726@college.edu
2026EE1727,Student_Name_727,EE,2,EE408,student727@college.edu
2026IT1728,Student_Name_728,IT,1,IT302,student728@college.edu
2026IT1729,Student_Name_729,IT,2,IT302,student729@college.edu
2026ME1730,Student_Name_730,ME,4,ME205,student730@college.edu
2026EE1731,Student_Name_731,EE,1,EE408,student731@college.edu
2026CS1732,Student_Name_732,CS,3,CS401,student732@college.edu
2026EE1733,Student_Name_733,EE,4,EE408,student733@college.edu
2026CE1734,Student_Name_734,CE,1,CE101,student734@college.edu
2026CE1735,Student_Name_735,CE,4,CE101,student735@college.edu
2026CE1736,Student_Name_736,CE,2,CE101,student736@college.edu
2026IT1737,Student_Name_737,IT,2,IT302,student737@college.edu
2026EE1738,Student_Name_738,EE,2,EE408,student738@college.edu
2026IT1739,Student_Name_739,IT,1,IT302,student739@college.edu
2026IT1740,Student_Name_740,IT,2,IT302,student740@college.edu
2026IT1741,Student_Name_741,IT,4,IT302,student741@college.edu
2026EE1742,Student_Name_742,EE,3,EE408,student742@college.edu
2026CS1743,Student_Name_743,CS,2,CS401,student743@college.edu
2026CS1744,Student_Name_744,CS,1,CS401,student744@college.edu
2026ME1745,Student_Name_745,ME,3,ME205,student745@college.edu
2026IT1746,Student_Name_746,IT,4,IT302,student746@college.edu
2026ME1747,Student_Name_747,ME,2,ME205,student747@college.edu
2026IT1748,Student_Name_748,IT,3,IT302,student748@college.edu
2026CE1749,Student_Name_749,CE,3,CE101,student749@college.edu
2026CS1750,Student_Name_750,CS,1,CS401,student750@college.edu
2026CE1751,Student_Name_751,CE,4,CE101,student751@college.edu
2026IT1752,Student_Name_752,IT,1,IT302,student752@college.edu
2026EE1753,Student_Name_753,EE,3,EE408,student753@college.edu
2026ME1754,Student_Name_754,ME,2,ME205,student754@college.edu
2026IT1755,Student_Name_755,IT,1,IT302,student755@college.edu
2026IT1756,Student_Name_756,IT,3,IT302,student756@college.edu
2026CE1757,Student_Name_757,CE,4,CE101,student757@college.edu
2026EE1758,Student_Name_758,EE,3,EE408,student758@college.edu
2026ME1759,Student_Name_759,ME,1,ME205,student759@college.edu
2026ME1760,Student_Name_760,ME,4,ME205,student760@college.edu
2026ME1761,Student_Name_761,ME,1,ME205,student761@college.edu
2026ME1762,Student_Name_762,ME,4,ME205,student762@college.edu
2026CS1763,Student_Name_763,CS,1,CS401,student763@college.edu
2026CS1764,Student_Name_764,CS,4,CS401,student764@college.edu
2026ME1765,Student_Name_765,ME,1,ME205,student765@college.edu
2026IT1766,Student_Name_766,IT,3,IT302,student766@college.edu
2026EE1767,Student_Name_767,EE,1,EE408,student767@college.edu
2026IT1768,Student_Name_768,IT,4,IT302,student768@college.edu
2026EE1769,Student_Name_769,EE,2,EE408,student769@college.edu
2026CS1770,Student_Name_770,CS,3,CS401,student770@college.edu
2026CS1771,Student_Name_771,CS,2,CS401,student771@college.edu
2026CE1772,Student_Name_772,CE,3,CE101,student772@college.edu
2026CE1773,Student_Name_773,CE,3,CE101,student773@college.edu
2026CE1774,Student_Name_774,CE,4,CE101,student774@college.edu
2026ME1775,Student_Name_775,ME,3,ME205,student775@college.edu
2026IT1776,Student_Name_776,IT,1,IT302,student776@college.edu
2026IT1777,Student_Name_777,IT,2,IT302,student777@college.edu
2026CE1778,Student_Name_778,CE,4,CE101,student778@college.edu
2026EE1779,Student_Name_779,EE,2,EE408,student779@college.edu
2026EE1780,Student_Name_780,EE,1,EE408,student780@college.edu
2026CS1781,Student_Name_781,CS,3,CS401,student781@college.edu
2026CS1782,Student_Name_782,CS,1,CS401,student782@college.edu
2026IT1783,Student_Name_783,IT,3,IT302,student783@college.edu
2026CE1784,Student_Name_784,CE,3,CE101,student784@college.edu
2026CE1785,Student_Name_785,CE,3,CE101,student785@college.edu
2026ME1786,Student_Name_786,ME,3,ME205,student786@college.edu
2026IT1787,Student_Name_787,IT,3,IT302,student787@college.edu
2026CS1788,Student_Name_788,CS,1,CS401,student788@college.edu
2026CE1789,Student_Name_789,CE,2,CE101,student789@college.edu
2026CE1790,Student_Name_790,CE,4,CE101,student790@college.edu
2026CS1791,Student_Name_791,CS,4,CS401,student791@college.edu
2026EE1792,Student_Name_792,EE,1,EE408,student792@college.edu
2026CS1793,Student_Name_793,CS,4,CS401,student793@college.edu
2026ME1794,Student_Name_794,ME,4,ME205,student794@college.edu
2026CS1795,Student_Name_795,CS,1,CS401,student795@college.edu
2026IT1796,Student_Name_796,IT,3,IT302,student796@college.edu
2026ME1797,Student_Name_797,ME,3,ME205,student797@college.edu
2026ME1798,Student_Name_798,ME,3,ME205,student798@college.edu
2026CS1799,Student_Name_799,CS,2,CS401,student799@college.edu
2026ME1800,Student_Name_800,ME,2,ME205,student800@college.edu
2026ME1801,Student_Name_801,ME,4,ME205,student801@college.edu
2026CE1802,Student_Name_802,CE,2,CE101,student802@college.edu
2026CE1803,Student_Name_803,CE,3,CE101,student803@college.edu
2026EE1804,Student_Name_804,EE,1,EE408,student804@college.edu
2026EE1805,Student_Name_805,EE,1,EE408,student805@college.edu
2026CS1806,Student_Name_806,CS,4,CS401,student806@college.edu
2026IT1807,Student_Name_807,IT,4,IT302,student807@college.edu
2026CS1808,Student_Name_808,CS,2,CS401,student808@college.edu
2026CE1809,Student_Name_809,CE,2,CE101,student809@college.edu
2026IT1810,Student_Name_810,IT,4,IT302,student810@college.edu
2026ME1811,Student_Name_811,ME,4,ME205,student811@college.edu
2026ME1812,Student_Name_812,ME,3,ME205,student812@college.edu
2026CS1813,Student_Name_813,CS,3,CS401,student813@college.edu
2026ME1814,Student_Name_814,ME,4,ME205,student814@college.edu
2026CE1815,Student_Name_815,CE,3,CE101,student815@college.edu
2026EE1816,Student_Name_816,EE,2,EE408,student816@college.edu
2026EE1817,Student_Name_817,EE,1,EE408,student817@college.edu
2026ME1818,Student_Name_818,ME,3,ME205,student818@college.edu
2026CE1819,Student_Name_819,CE,4,CE101,student819@college.edu
2026IT1820,Student_Name_820,IT,1,IT302,student820@college.edu
2026ME1821,Student_Name_821,ME,3,ME205,student821@college.edu
2026ME1822,Student_Name_822,ME,3,ME205,student822@college.edu
2026CS1823,Student_Name_823,CS,2,CS401,student823@college.edu
2026CE1824,Student_Name_824,CE,1,CE101,student824@college.edu
2026EE1825,Student_Name_825,EE,4,EE408,student825@college.edu
2026EE1826,Student_Name_826,EE,4,EE408,student826@college.edu
2026CE1827,Student_Name_827,CE,3,CE101,student827@college.edu
2026IT1828,Student_Name_828,IT,4,IT302,student828@college.edu
2026EE1829,Student_Name_829,EE,3,EE408,student829@college.edu
2026EE1830,Student_Name_830,EE,3,EE408,student830@college.edu
2026EE1831,Student_Name_831,EE,2,EE408,student831@college.edu
2026IT1832,Student_Name_832,IT,3,IT302,student832@college.edu
2026CE1833,Student_Name_833,CE,3,CE101,student833@college.edu
2026CE1834,Student_Name_834,CE,4,CE101,student834@college.edu
2026CE1835,Student_Name_835,CE,2,CE101,student835@college.edu
2026EE1836,Student_Name_836,EE,1,EE408,student836@college.edu
2026IT1837,Student_Name_837,IT,3,IT302,student837@college.edu
2026IT1838,Student_Name_838,IT,1,IT302,student838@college.edu
2026EE1839,Student_Name_839,EE,4,EE408,student839@college.edu
2026CE1840,Student_Name_840,CE,2,CE101,student840@college.edu
2026CS1841,Student_Name_841,CS,4,CS401,student841@college.edu
2026CE1842,Student_Name_842,CE,4,CE101,student842@college.edu
2026EE1843,Student_Name_843,EE,2,EE408,student843@college.edu
2026EE1844,Student_Name_844,EE,2,EE408,student844@college.edu
2026CS1845,Student_Name_845,CS,4,CS401,student845@college.edu
2026ME1846,Student_Name_846,ME,3,ME205,student846@college.edu
2026IT1847,Student_Name_847,IT,4,IT302,student847@college.edu
2026CS1848,Student_Name_848,CS,1,CS401,student848@college.edu
2026CE1849,Student_Name_849,CE,3,CE101,student849@college.edu
2026CS1850,Student_Name_850,CS,3,CS401,student850@college.edu
2026EE1851,Student_Name_851,EE,4,EE408,student851@college.edu
2026ME1852,Student_Name_852,ME,2,ME205,student852@college.edu
2026IT1853,Student_Name_853,IT,4,IT302,student853@college.edu
2026CE1854,Student_Name_854,CE,2,CE101,student854@college.edu
2026CE1855,Student_Name_855,CE,3,CE101,student855@college.edu
2026ME1856,Student_Name_856,ME,4,ME205,student856@college.edu
2026EE1857,Student_Name_857,EE,1,EE408,student857@college.edu
2026CS1858,Student_Name_858,CS,4,CS401,student858@college.edu
2026IT1859,Student_Name_859,IT,2,IT302,student859@college.edu
2026CE1860,Student_Name_860,CE,3,CE101,student860@college.edu
2026CE1861,Student_Name_861,CE,4,CE101,student861@college.edu
2026CE1862,Student_Name_862,CE,4,CE101,student862@college.edu
2026ME1863,Student_Name_863,ME,3,ME205,student863@college.edu
2026ME1864,Student_Name_864,ME,4,ME205,student864@college.edu
2026CS1865,Student_Name_865,CS,4,CS401,student865@college.edu
2026EE1866,Student_Name_866,EE,3,EE408,student866@college.edu
2026IT1867,Student_Name_867,IT,4,IT302,student867@college.edu
2026IT1868,Student_Name_868,IT,3,IT302,student868@college.edu
2026IT1869,Student_Name_869,IT,4,IT302,student869@college.edu
2026ME1870,Student_Name_870,ME,4,ME205,student870@college.edu
2026CS1871,Student_Name_871,CS,1,CS401,student871@college.edu
2026ME1872,Student_Name_872,ME,2,ME205,student872@college.edu
